"球员","所属球队","出场.替补.","出场时间","进球.点.","分钟.球","射门","射正","入球转化率","被侵犯","越位","最佳","生日","惯用脚","国籍","合同截止期","位置","铲断","拦截","解围","偷球","封堵","头球","犯规","总传球","传球成功率","关键传球","助攻","分钟.助攻","长传","直塞","带球摆脱","联赛","名次","身价"
"塞杜","摩纳哥","3(1)",225,"0",0,0,0,"0%",0,0,0,"1995-12-12","右脚","塞内加尔","2020-06-30","守门员",0,0,0,0,0,0,0,48,0.75,0,0,0,19,0,0,"法甲",NA,90
"热梅尔森","摩纳哥","24",2136,"0",0,7,0,"0%",19,1,0,"1992-08-24","右脚","巴西","2020-06-30","后卫",57,21,110,2,18,66,43,1065,0.871,5,1,2136,117,1,1,"法甲",NA,1620
"查德利","摩纳哥","14(6)",670,"0",0,2,1,"0%",7,2,0,"1989-08-02","右脚","比利时、摩洛哥","2021-06-30","中场",10,3,7,15,0,11,10,261,0.824,7,0,0,12,1,7,"法甲",NA,1350
"吉恩","摩纳哥","17(5)",1073,"0",0,14,3,"0%",17,0,0,"1994-03-20","左脚","法国","2023-06-30","中场",20,18,12,11,0,21,25,537,0.853,8,1,1073,41,4,11,"法甲",NA,900
"拉吉","摩纳哥","6",540,"0",0,1,0,"0%",6,1,0,"1984-06-24","右脚","意大利","2019-06-30","后卫",7,7,14,2,1,4,1,191,0.843,3,0,0,21,0,0,"法甲",NA,45
"米利克","那不勒斯","35(8)",2400,"17",141.2,110,52,"15.5%",27,16,5,"1994-02-28","左脚","波兰","2021-06-30","前锋",18,3,15,22,2,44,43,588,0.83,37,3,800,20,2,10,"意甲",13,1800
"阿兰","那不勒斯","33(5)",2613,"1",2613,24,2,"4.2%",60,0,2,"1991-01-08","右脚","巴西、葡萄牙","2023-06-30","中场",103,35,27,40,12,14,49,2176,0.896,34,3,871,147,6,40,"意甲",13,5400
"尤尼斯","那不勒斯","12(6)",497,"3",165.7,13,6,"23.1%",15,2,1,"1993-08-06","双脚","德国、黎巴嫩","2023-06-30","中场",11,2,0,9,0,1,15,311,0.904,9,2,248.5,7,0,18,"意甲",13,450
"库利巴利","那不勒斯","35",3144,"2",1572,18,7,"11.1%",17,1,2,"1991-06-20","右脚","塞内加尔、法国","2023-06-30","后卫",59,41,135,10,34,76,49,2502,0.886,6,2,1572,270,2,10,"意甲",13,5400
"菲比安","那不勒斯","27(7)",1991,"5",398.2,51,14,"9.8%",22,2,2,"1996-04-03","左脚","西班牙","2023-06-30","中场",53,21,24,28,4,16,11,1789,0.899,61,4,497.8,114,6,35,"意甲",13,2250
"F.格奥拉姆","那不勒斯","16(4)",1153,"1",1153,9,3,"11.1%",18,3,0,"1991-02-01","左脚","阿尔及利亚、法国","2022-06-30","后卫",10,8,12,2,2,31,12,794,0.893,25,3,384.3,34,1,1,"意甲",13,2250
"洛伦佐.因西涅","那不勒斯","28(4)",2125,"10(1)",236.1,118,36,"7.6%",15,17,3,"1991-06-04","右脚","意大利","2022-06-30","中场",14,8,3,27,0,3,7,1228,0.86,64,6,354.2,102,8,25,"意甲",13,5850
"希沙基","那不勒斯","27(3)",2109,"0",0,12,0,"0%",19,1,0,"1994-02-02","右脚","阿尔巴尼亚","2021-06-30","后卫",39,24,44,22,3,30,23,1565,0.858,15,2,1054.5,123,0,17,"意甲",13,2250
"奥纳斯","那不勒斯","16(10)",486,"3",162,20,8,"15%",9,0,0,"1996-11-11","左脚","阿尔及利亚、法国","2022-06-30","中场",5,3,0,8,0,5,3,249,0.843,17,0,0,13,4,13,"意甲",13,405
"鲁伊","那不勒斯","20(3)",1451,"1",1451,21,4,"4.8%",17,3,1,"1991-05-27","左脚","葡萄牙","2022-06-30","后卫",24,22,28,15,3,4,17,1074,0.846,26,1,1451,92,1,10,"意甲",13,1260
"杰林斯基","那不勒斯","36(3)",2882,"6",480.3,81,28,"7.4%",29,3,0,"1994-05-20","双脚","波兰","2021-06-30","中场",41,18,15,39,4,16,27,1969,0.898,60,2,1441,117,6,35,"意甲",13,3600
"奥斯皮纳","那不勒斯","17(1)",1457,"0",0,0,0,"0%",4,0,1,"1988-08-31","右脚","哥伦比亚","2019-06-30","守门员",1,0,8,0,0,7,0,391,0.739,0,0,0,172,0,1,"意甲",13,360
"马尔库特","那不勒斯","24(4)",1805,"0",0,12,3,"0%",22,3,1,"1991-07-31","右脚","法国、摩洛哥","2022-06-30","后卫",42,44,56,20,4,20,24,984,0.861,22,2,902.5,65,0,33,"意甲",13,900
"梅滕斯","那不勒斯","35(12)",2252,"16(1)",150.1,89,39,"16.9%",28,13,4,"1987-05-06","右脚","比利时","2020-06-30","中场",19,13,3,27,0,7,32,849,0.793,66,11,204.7,33,9,18,"意甲",13,2700
"塞巴斯","那不勒斯","12(6)",725,"0",0,2,0,"0%",7,0,0,"1996-09-06","左脚","意大利","2023-06-30","中场",7,12,30,0,3,20,10,450,0.902,0,0,0,34,0,1,"意甲",13,180
"A.迪亚瓦拉","那不勒斯","13(5)",661,"0",0,9,1,"0%",2,0,0,"1997-07-17","右脚","几内亚、意大利","2024-06-30","中场",12,10,11,5,0,6,15,539,0.928,5,0,0,45,0,8,"意甲",13,1350
"卡尼施斯","那不勒斯","9",810,"0",0,0,0,"0%",1,0,0,"1985-07-11","右脚","希腊","2021-06-30","守门员",0,0,5,0,0,1,0,207,0.633,0,0,0,105,0,0,"意甲",13,270
"卡列洪","那不勒斯","34(5)",2652,"3",884,61,16,"4.9%",49,18,1,"1987-02-11","右脚","西班牙","2020-06-30","中场",34,21,6,20,5,11,15,1485,0.869,72,10,265.2,95,2,12,"意甲",13,2160
"阿尔比奥尔","那不勒斯","20(1)",1712,"1",1712,4,1,"25%",7,0,0,"1985-09-04","右脚","西班牙","2021-06-30","后卫",19,19,86,2,16,47,10,1122,0.893,5,0,0,199,2,1,"意甲",13,720
"梅雷特","那不勒斯","14(1)",1216,"0",0,0,0,"0%",4,0,1,"1997-03-22","左脚","意大利","2023-06-30","守门员",0,0,10,0,0,4,2,307,0.739,0,0,0,131,0,0,"意甲",13,1440
"马克西莫维奇","那不勒斯","17(2)",1374,"0",0,2,1,"0%",17,2,0,"1991-11-25","右脚","塞尔维亚","2021-06-30","后卫",20,25,51,2,10,27,11,851,0.931,4,0,0,72,0,4,"意甲",13,720
"维尔迪","那不勒斯","22(13)",698,"3(1)",349,20,8,"10%",8,1,1,"1992-07-12","双脚","意大利","2023-06-30","前锋",16,4,2,16,0,2,13,325,0.858,12,3,232.7,25,3,12,"意甲",13,2250
"齐里切斯","那不勒斯","3",148,"0",0,1,0,"0%",1,0,0,"1989-11-14","右脚","罗马尼亚","2022-06-30","后卫",2,1,1,0,2,4,2,132,0.932,0,0,0,15,0,2,"意甲",13,450
"奥斯汀","南安普敦","25(14)",980,"2",490,32,9,"6.2%",18,9,0,"1989-07-05","右脚","英格兰","2020-06-30","前锋",14,2,13,15,2,42,14,194,0.588,10,2,490,13,0,1,"英超",179,900
"J.贝德纳雷克","南安普敦","25(1)",2150,"0",0,5,1,"0%",7,0,3,"1996-04-12","右脚","波兰","2022-06-30","后卫",39,62,168,5,27,78,22,813,0.708,9,1,2150,147,2,1,"英超",179,450
"普劳斯","南安普敦","27(6)",1945,"7(1)",324.2,31,16,"19.4%",10,3,1,"1994-11-01","右脚","英格兰","2022-06-30","中场",36,23,52,14,7,21,23,723,0.768,47,0,0,76,0,4,"英超",179,1620
"阿姆斯特朗","南安普敦","29(13)",1432,"3",477.3,32,12,"9.4%",21,3,0,"1992-03-30","右脚","苏格兰","2022-06-30","中场",28,11,11,23,0,16,19,614,0.787,29,2,716,32,0,17,"英超",179,630
"塔格特","南安普敦","16(3)",1187,"1",1187,11,3,"9.1%",10,1,0,"1995-09-18","左脚","英格兰、苏格兰","2022-06-30","后卫",28,26,33,8,3,16,6,437,0.698,23,3,395.7,61,2,1,"英超",179,630
"霍伊别尔格","南安普敦","31",2782,"4",695.5,53,19,"7.5%",47,0,2,"1995-08-05","右脚","丹麦、法国","2021-06-30","中场",72,64,28,47,8,46,48,1789,0.832,27,3,927.3,194,7,23,"英超",179,900
"M.埃尔尤努西","南安普敦","16(8)",790,"0",0,20,6,"0%",13,2,0,"1994-08-04","右脚","挪威、摩洛哥","2023-06-30","中场",16,7,5,8,1,9,10,218,0.734,15,0,0,16,2,11,"英超",179,1350
"A.根尼","南安普敦","12",1080,"0",0,0,0,"0%",2,0,1,"1996-01-22","右脚","英格兰、苏格兰","2023-06-30","守门员",0,0,11,0,0,3,0,288,0.358,0,0,0,260,0,0,"英超",179,900
"维斯特加德","南安普敦","23",2030,"0",0,14,1,"0%",14,1,0,"1992-08-03","双脚","丹麦、德国","2022-06-30","后卫",53,33,171,5,19,80,16,844,0.769,5,0,0,150,3,9,"英超",179,1800
"麦卡锡","南安普敦","25",2250,"0",0,0,0,"0%",3,0,1,"1989-12-03","右脚","英格兰、爱尔兰","2022-06-30","守门员",0,0,23,0,0,17,0,584,0.454,0,0,0,459,0,1,"英超",179,225
"史蒂芬斯","南安普敦","23(4)",1696,"1",1696,7,5,"14.3%",7,0,1,"1994-01-27","右脚","英格兰","2022-06-30","后卫",23,34,90,6,13,54,12,766,0.751,5,0,0,157,0,4,"英超",179,720
"罗梅乌","南安普敦","31(6)",2139,"1",2139,10,4,"10%",17,0,1,"1991-09-24","右脚","西班牙","2021-06-30","中场",81,46,32,15,17,45,45,1101,0.797,9,0,0,116,1,16,"英超",179,1080
"伯特朗","南安普敦","24",2160,"1",2160,16,2,"6.2%",22,0,0,"1989-08-05","左脚","英格兰","2021-06-30","后卫",46,30,44,8,5,37,26,771,0.759,22,0,0,72,1,5,"英超",179,1800
"福斯特","南安普敦","1",90,"0",0,0,0,"0%",0,0,0,"1988-03-17","右脚","英格兰","2022-06-30","守门员",0,0,1,0,0,0,0,19,0.316,0,0,0,18,0,0,"英超",179,1350
"英斯","南安普敦","24(1)",1667,"7(3)",416.8,54,23,"7.4%",22,6,0,"1992-07-23","右脚","英格兰","2019-06-30","前锋",31,4,6,30,2,17,16,393,0.712,28,3,555.7,31,5,18,"英超",179,720
"卡拉格","南安普敦","2(2)",29,"0",0,0,0,"0%",1,0,0,"1995-09-15","右脚","英格兰、苏格兰","2023-06-30","中场",0,0,1,2,0,3,4,5,0.2,0,0,0,0,0,0,"英超",179,270
"肖恩.朗","南安普敦","26(14)",1287,"5",257.4,30,10,"16.7%",23,12,0,"1987-01-22","双脚","爱尔兰","2020-06-30","前锋",15,5,18,22,1,74,26,308,0.646,12,1,1287,7,0,3,"英超",179,630
"里米纳","南安普敦","21(3)",1618,"1",1618,25,5,"4%",23,1,0,"1993-09-01","右脚","加蓬、法国","2022-06-30","中场",50,42,31,33,3,29,31,803,0.861,13,1,1618,71,2,25,"英超",179,1350
"J.辛斯","南安普敦","7(5)",209,"0",0,5,1,"0%",5,1,0,"1997-03-28","左脚","英格兰","2019-05-31","中场",1,1,1,9,0,1,1,43,0.744,1,1,209,4,0,3,"英超",179,67.5
"雷德蒙德","南安普敦","38(2)",3278,"6",546.3,74,22,"8.1%",28,15,3,"1994-03-06","右脚","英格兰、爱尔兰","2021-06-30","中场",45,22,20,87,2,26,29,1125,0.753,52,4,819.5,88,4,91,"英超",179,1620
"吉田麻也","南安普敦","17",1520,"0",0,14,3,"0%",6,2,0,"1988-08-24","右脚","日本","2020-06-30","后卫",15,44,98,0,19,33,4,554,0.76,5,1,1520,105,0,3,"英超",179,630
"帕洛瓦","南特","24",2160,"2",1080,19,7,"10.5%",12,2,1,"1987-09-19","左脚","法国","2020-06-30","后卫",78,33,108,12,14,52,24,1046,0.771,5,0,0,224,0,20,"法甲",198,315
"塔塔鲁萨努","南特","27",2391,"0",0,0,0,"0%",2,0,1,"1986-02-09","右脚","罗马尼亚","2019-06-30","守门员",0,2,33,0,0,7,0,714,0.692,0,0,0,432,0,0,"法甲",198,225
"杜普","南特","11(1)",939,"0",0,0,0,"0%",0,0,0,"1993-03-04","右脚","法国","2021-06-30","守门员",0,0,7,0,0,2,0,262,0.538,0,0,0,198,0,0,"法甲",198,72
"曼斯","南特","5(5)",45,"0",0,0,0,"0%",0,0,0,"1995-08-07",NA,"克罗地亚","2019-12-31","前锋",1,0,0,1,0,1,3,13,0.615,0,0,0,0,0,2,"法甲",198,31.5
"E.伊埃","南特","16(6)",1011,"0",0,3,0,"0%",9,3,0,"1994-05-01","右脚","葡萄牙、几内亚比绍","2022-06-30","后卫",27,14,34,6,4,18,15,421,0.796,2,0,0,48,0,7,"法甲",198,270
"杜尔","南特","33(3)",2761,"3",920.3,56,14,"5.4%",47,1,1,"1994-03-03","右脚","法国","2022-06-30","中场",46,48,26,40,10,49,27,1352,0.8,25,1,2761,107,3,39,"法甲",198,720
"K.艾诺克","南特","28(6)",2036,"0",0,5,0,"0%",20,1,0,"1997-04-09","右脚","法国、加纳","2019-06-30","后卫",63,73,49,18,4,45,26,961,0.701,19,1,2036,92,0,21,"法甲",198,360
"卡里利巴利","南特","29(10)",1807,"8(1)",258.1,57,18,"12.3%",21,20,2,"1991-08-21","右脚","马里","2022-06-30","前锋",14,2,20,24,1,139,51,421,0.537,21,2,903.5,16,2,18,"法甲",198,270
"兰德尔科洛穆尼","南特","4(3)",118,"0",0,3,1,"0%",1,0,0,"1998-12-05","右脚","刚果、法国",NA,"中场",2,0,2,8,0,2,7,24,0.625,0,0,0,0,0,1,"法甲",198,13.5
"A.瓦隆瓦","南特","1",90,"0",0,1,0,"0%",0,0,0,"1993-10-15","右脚","刚果民主共和国、法国","2019-06-30","前锋",0,1,2,0,2,4,1,36,0.889,0,0,0,0,0,0,"法甲",198,36
"A.奥利尔奥","南特","1",90,"0",0,0,0,"0%",0,0,0,"1996-02-15","右脚","法国",NA,"守门员",0,0,1,0,0,1,0,18,0.667,0,0,0,11,0,1,"法甲",198,36
"吉罗托","南特","20(2)",1608,"2",804,20,5,"10%",23,0,2,"1992-02-17","右脚","巴西","2021-06-30","中场",59,30,41,6,6,58,34,795,0.797,5,0,0,109,1,1,"法甲",198,180
"科尔辛","南特","16(4)",1058,"0",0,6,1,"0%",13,0,0,"1990-05-21","右脚","斯洛文尼亚","2020-06-30","中场",20,22,30,6,4,35,6,537,0.834,1,0,0,37,0,4,"法甲",198,135
"托马斯巴西拉","南特","2(1)",91,"0",0,0,0,"0%",1,0,0,"1999-04-30","右脚","法国","2021-06-30","后卫",2,0,7,0,1,1,0,27,0.815,0,0,0,3,0,0,"法甲",198,13.5
"查尔斯·特拉奥雷","南特","13",1164,"0",0,7,3,"0%",22,0,2,"1992-01-01","左脚","马里、法国","2021-06-30","后卫",40,17,33,9,3,27,26,417,0.71,6,0,0,43,0,1,"法甲",198,180
"罗多尔","南特","36",3228,"4(1)",1076,72,17,"4.2%",29,3,1,"1994-12-07","右脚","法国","2022-06-30","中场",86,28,16,38,6,36,44,1912,0.827,86,5,645.6,161,5,32,"法甲",198,1080
"S. 穆图萨米","南特","27(8)",1641,"2",820.5,26,9,"7.7%",11,2,0,"1996-08-12","左脚","法国","2022-06-30","中场",33,7,15,26,2,8,17,630,0.816,20,3,547,37,0,14,"法甲",198,113
"瓦里斯","南特","32(7)",2238,"5(1)",559.5,39,13,"10.3%",72,11,0,"1991-09-19","右脚","加纳","2019-06-30","前锋",19,5,5,58,0,14,17,555,0.748,27,3,746,30,4,25,"法甲",198,225
"L.利马","南特","34(3)",2765,"0",0,21,4,"0%",31,7,1,"1991-10-10","左脚","巴西","2022-06-30","后卫",50,31,55,32,3,41,46,1228,0.733,48,4,691.2,169,1,22,"法甲",198,405
"阿卜杜拉耶大","南特","2",117,"0",0,0,0,"0%",2,0,0,"2001-03-04","左脚","法国","2022-06-30","中场",3,0,0,3,0,0,2,30,0.867,3,0,0,1,0,1,"法甲",198,90
"S.法比奥","南特","17(2)",1325,"0",0,3,0,"0%",18,1,0,"1990-07-09","双脚","巴西、葡萄牙","2021-06-30","后卫",53,17,26,6,4,20,18,476,0.771,15,2,662.5,50,0,6,"法甲",198,180
"卢卡斯","南特","13(4)",725,"1",725,14,4,"7.1%",31,0,1,"1995-05-06","右脚","巴西","2023-06-30","中场",30,6,8,19,0,25,19,292,0.774,4,0,0,15,0,11,"法甲",198,450
"波斯奇利亚","南特","26(12)",1327,"4",331.8,39,17,"10.3%",22,0,0,"1996-03-05","左脚","巴西、意大利","2019-06-30","中场",33,8,5,30,2,5,18,471,0.813,26,4,331.8,19,1,14,"法甲",198,675
"克莱门特","尼姆","17(13)",432,"6",72,28,10,"21.4%",6,1,0,"1994-11-25","右脚","法国","2020-06-30","前锋",2,0,7,9,0,53,13,155,0.69,3,0,0,7,1,1,"法甲",173,135
"萨达","尼姆","37(10)",2481,"3",827,35,15,"8.6%",26,3,2,"1995-06-01","右脚","塞内加尔、法国","2023-06-30","中场",26,16,11,63,1,21,39,861,0.785,37,5,496.2,42,1,72,"法甲",173,495
"阿利奥伊","尼姆","26(15)",1237,"5",247.4,51,20,"9.8%",11,5,0,"1992-06-18","右脚","摩洛哥、法国","2022-06-30","前锋",14,9,10,13,1,43,11,357,0.737,21,0,0,13,1,6,"法甲",173,360
"A.布力昂松","尼姆","33",2970,"2",1485,20,8,"10%",24,1,0,"1994-11-28","右脚","法国","2021-06-30","中场",46,76,169,1,39,74,33,1299,0.811,8,2,1485,284,1,2,"法甲",173,270
"费里","尼姆","28(6)",1991,"2",995.5,15,3,"13.3%",31,2,1,"1992-03-12","右脚","法国","2019-06-30","中场",54,17,12,31,4,23,41,1117,0.82,26,1,1991,125,7,26,"法甲",173,360
"巴尔迪维亚","尼姆","2(2)",29,"0",0,0,0,"0%",1,0,0,"1988-04-18","左脚","法国","2020-06-30","中场",1,1,0,0,0,1,0,12,0.917,0,0,0,0,0,0,"法甲",173,72
"哈雷克","尼姆","2",177,"0",0,0,0,"0%",1,0,0,"1982-10-21","左脚","阿尔及利亚、法国","2019-06-30","后卫",3,0,5,0,0,4,1,62,0.694,0,0,0,11,0,1,"法甲",173,36
"R.里帕尔特","尼姆","38(4)",3008,"8",376,69,23,"11.6%",71,7,2,"1993-03-14","右脚","法国","2020-06-30","中场",71,25,72,50,7,99,36,985,0.733,30,5,601.6,75,3,17,"法甲",173,225
"萨瓦尼耶","尼姆","32",2866,"6(4)",1433,67,21,"3%",97,0,9,"1991-12-22","右脚","法国","2023-06-30","中场",93,63,47,46,15,52,47,1616,0.713,84,14,204.7,395,5,74,"法甲",173,1080
"盖坦","尼姆","19(5)",1325,"0",0,3,3,"0%",11,0,0,"1994-02-15","右脚","法国","2020-06-30","后卫",43,18,42,8,6,20,17,453,0.742,9,0,0,64,0,7,"法甲",173,72
"弗洛里安·米格尔","尼姆","13(1)",1128,"0",0,3,0,"0%",19,1,0,"1996-09-01","左脚","法国、葡萄牙","2018-06-30","后卫",19,20,47,2,6,21,14,411,0.769,9,1,1128,62,0,3,"法甲",173,90
"利博希","尼姆","17(2)",1478,"2",739,3,2,"66.7%",10,0,0,"1983-07-23","左脚","科特迪瓦、法国","2019-06-30","后卫",24,16,63,1,10,27,18,571,0.827,0,0,0,86,0,1,"法甲",173,13.5
"安托南","尼姆","30(6)",2155,"7",307.9,36,11,"19.4%",11,0,1,"1995-09-14","右脚","法国","2020-06-30","中场",35,15,12,26,3,19,35,831,0.834,26,2,1077.5,72,2,18,"法甲",173,315
"马奥沙","尼姆","27(2)",2208,"0",0,8,3,"0%",26,0,0,"1998-07-06","左脚","法国、刚果","2019-06-30","中场",56,24,62,20,5,20,12,665,0.717,13,1,2208,123,0,21,"法甲",173,270
"兰德尔","尼姆","21(2)",1635,"3",545,6,3,"50%",16,2,1,"1992-05-05","右脚","法国、瓜德罗普","2021-06-30","后卫",32,36,75,2,11,35,22,534,0.8,0,0,0,93,0,4,"法甲",173,180
"费·奥洛克","尼姆","25(2)",1903,"1",1903,13,3,"7.7%",30,0,1,"1998-07-29","右脚","法国、摩洛哥","2020-06-30","后卫",81,41,43,17,4,20,29,801,0.745,21,0,0,89,2,20,"法甲",173,360
"T.華爾斯","尼姆","30(10)",1771,"0",0,20,4,"0%",12,0,0,"1995-12-18","左脚","法国","2020-06-30","中场",37,22,13,15,4,22,19,702,0.792,19,0,0,57,0,5,"法甲",173,225
"贝尔纳多尼","尼姆","38",3420,"0",0,0,0,"0%",7,0,0,"1997-04-18","右脚","法国","2019-06-30","守门员",1,1,35,0,0,13,0,953,0.497,2,0,0,733,0,0,"法甲",173,540
"迪亚洛","尼姆","7(1)",457,"0",0,6,0,"0%",9,0,0,"1986-05-14","右脚","塞内加尔、法国","2020-06-30","中场",15,12,14,1,1,29,20,173,0.671,2,1,457,18,0,0,"法甲",173,135
"迪亚洛","尼姆","7(1)",457,"0",0,6,0,"0%",9,0,0,"1986-05-14","右脚","塞内加尔、法国","2020-06-30","中场",15,12,14,1,1,29,20,173,0.671,2,1,457,18,0,0,"法甲",173,135
"海雷里","尼斯","33",2970,"0",0,17,2,"0%",46,0,1,"1992-08-22","右脚","法国、法国","2020-06-30","后卫",70,59,153,8,17,100,35,2165,0.886,5,0,0,224,0,8,"法甲",143,540
"M.马奥里达","尼斯","14(4)",957,"0",0,18,7,"0%",7,3,0,"1999-02-14","右脚","法国、科摩罗","2023-06-30","中场",13,1,5,28,0,9,5,344,0.817,19,3,319,9,1,19,"法甲",143,810
"帕特里","尼斯","17(2)",1354,"0",0,8,0,"0%",12,0,0,"1996-04-11","右脚","法国","2019-06-30","后卫",34,31,36,13,5,11,14,617,0.838,5,0,0,57,0,11,"法甲",143,180
"Y. 阿特力","尼斯","29(4)",2261,"6",376.8,36,15,"16.7%",58,9,7,"1996-05-17","双脚","阿尔及利亚",NA,"后卫",67,57,37,27,8,50,42,1014,0.835,23,0,0,57,1,98,"法甲",143,360
"J.玛肯戈","尼斯","24(13)",991,"1",991,12,5,"8.3%",13,0,0,"1998-06-12","左脚","法国、刚果民主共和国","2022-06-30","中场",11,8,3,33,1,5,12,388,0.863,12,0,0,13,0,23,"法甲",143,360
"勒比汉","尼斯","5(3)",203,"1",203,5,3,"20%",3,1,0,"1990-05-16","右脚","法国","2019-06-30","前锋",1,1,1,4,0,2,2,54,0.815,0,0,0,1,0,2,"法甲",143,81
"W.西普里安","尼斯","29(2)",2394,"4(1)",798,53,21,"5.7%",48,1,0,"1995-01-28","右脚","法国、瓜德罗普","2021-06-30","中场",39,10,15,27,5,12,22,1876,0.877,61,2,1197,192,6,19,"法甲",143,900
"伊格内修斯","尼斯","19(10)",1048,"2",524,27,10,"7.4%",12,2,0,"1999-03-16","右脚","喀麦隆","2022-06-30","后卫",3,1,5,15,0,24,9,219,0.785,11,0,0,2,1,16,"法甲",143,225
"沃尔特贝尼特斯","尼斯","35",3150,"0",0,0,0,"0%",4,0,7,"1993-01-19","右脚","阿根廷",NA,"守门员",1,2,20,0,0,13,0,942,0.754,0,0,0,398,0,0,"法甲",143,315
"A.欧斯达","尼斯","37(3)",2951,"0",0,19,4,"0%",36,0,0,"1994-02-04","右脚","喀麦隆、法国","2021-06-30","中场",74,62,56,36,12,35,45,1860,0.89,25,3,983.7,143,0,40,"法甲",143,360
"丹特","尼斯","36",3227,"1",3227,21,3,"4.8%",17,1,1,"1983-10-18","左脚","巴西","2019-06-30","后卫",54,38,145,5,30,74,43,2393,0.915,6,1,3227,240,1,3,"法甲",143,135
"雅莱","尼斯","14(3)",886,"1",886,4,3,"25%",3,0,0,"1983-10-31","右脚","法国","2019-06-30","后卫",26,14,29,3,5,9,8,545,0.842,3,0,0,37,0,1,"法甲",143,45
"约恩·卡迪纳尔","尼斯","3",270,"0",0,0,0,"0%",0,0,0,"1994-03-27","右脚","法国","2019-06-30","守门员",1,0,2,0,0,1,0,64,0.984,0,0,0,5,0,0,"法甲",143,270
"麦希敏","尼斯","34",2912,"6(1)",582.4,76,19,"6.6%",68,8,5,"1997-03-12","右脚","法国、瓜德罗普","2020-06-30","中场",12,4,3,84,0,32,12,866,0.761,57,3,970.7,54,2,141,"法甲",143,1800
"皮埃尔·李斯","尼斯","30(4)",2394,"2",1197,39,11,"5.1%",31,1,1,"1993-05-25","右脚","法国","2021-06-30","中场",72,35,31,24,7,18,44,1411,0.857,30,1,2394,141,1,17,"法甲",143,720
"C.拉辛","尼斯","1",90,"0",0,2,0,"0%",0,0,0,"1995-12-08","左脚","塞内加尔","2022-06-30","后卫",2,3,2,0,1,5,2,71,0.817,1,0,0,6,0,3,"法甲",143,225
"M.萨尔","尼斯","34",2994,"1",2994,9,1,"11.1%",30,0,0,"1999-01-23","左脚","法国、塞内加尔","2021-06-30","中场",56,70,93,13,13,55,31,2076,0.9,6,1,2994,206,0,7,"法甲",143,1350
"S.伊赫桑","尼斯","12(8)",481,"0",0,6,1,"0%",6,4,0,"1997-07-19","右脚","法国、马里","2022-06-30","中场",8,2,2,9,0,4,12,101,0.802,5,1,481,4,0,2,"法甲",143,180
"巴西姆萨瑞尔法","尼斯","22(14)",818,"1",818,11,3,"9.1%",21,4,0,"1997-06-25","左脚","突尼斯","2021-06-30","中场",21,4,5,6,1,8,14,303,0.812,10,0,0,19,0,22,"法甲",143,270
"达尼洛","尼斯","22(4)",1551,"0",0,23,6,"0%",34,0,0,"1996-02-28","左脚","巴西","2021-06-30","中场",29,15,22,41,2,17,18,648,0.855,12,0,0,30,0,34,"法甲",143,900
"肯尼迪","纽卡斯尔联","25(11)",1344,"1",1344,31,6,"3.2%",22,5,1,"1996-02-08","左脚","巴西","2019-05-31","中场",30,30,17,40,0,7,18,459,0.723,11,1,1344,58,1,29,"英超",96,900
"保罗.杜米特","纽卡斯尔联","26(5)",1987,"0",0,9,1,"0%",10,1,0,"1991-09-26","左脚","威尔士、英格兰","2022-06-30","后卫",33,35,123,1,10,60,11,758,0.711,4,0,0,149,0,2,"英超",96,315
"A.古蒂雷斯","纽卡斯尔联","37(3)",2929,"12",244.1,55,28,"21.8%",42,9,4,"1993-07-29","右脚","西班牙","2023-06-30","前锋",60,40,28,79,4,25,46,778,0.763,44,2,1464.5,48,5,46,"英超",96,1800
"谢尔维","纽卡斯尔联","16(6)",944,"1",944,23,8,"4.3%",5,0,0,"1992-02-27","右脚","英格兰","2021-06-30","中场",21,8,12,4,3,14,16,622,0.712,25,1,944,177,3,10,"英超",96,1350
"罗杰拉","纽卡斯尔联","10(1)",763,"0",0,19,8,"0%",17,4,0,"1994-02-01","左脚","巴拉圭","2020-12-31","中场",20,8,4,7,1,1,6,240,0.754,13,0,0,10,1,7,"英超",96,1800
"马丁.杜拉夫克","纽卡斯尔联","38",3420,"0",0,0,0,"0%",5,0,1,"1989-01-15","右脚","斯洛伐克","2022-06-30","守门员",2,0,34,0,0,13,0,1030,0.535,0,0,0,759,0,1,"英超",96,360
"寄诚庸","纽卡斯尔联","18(4)",1302,"0",0,8,2,"0%",16,0,0,"1989-01-24","右脚","韩国","2020-06-30","中场",16,20,19,10,1,13,11,592,0.855,16,1,1302,76,2,5,"英超",96,540
"海登","纽卡斯尔联","24(3)",1887,"1",1887,21,5,"4.8%",14,0,2,"1995-03-22","右脚","英格兰、牙买加","2021-06-30","中场",74,38,29,25,5,49,31,715,0.8,22,4,471.8,53,4,11,"英超",96,630
"里奇","纽卡斯尔联","36(1)",2941,"2(1)",2941,41,10,"2.4%",38,1,1,"1989-09-10","左脚","苏格兰、英格兰","2021-06-30","中场",70,56,60,19,10,35,55,1093,0.732,58,8,367.6,154,4,15,"英超",96,1080
"拉舍莱斯","纽卡斯尔联","32",2745,"0",0,11,1,"0%",9,1,0,"1993-11-11","右脚","英格兰","2023-06-30","后卫",32,39,218,5,27,92,16,1103,0.768,3,1,2745,174,2,1,"英超",96,1350
